"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
-0.32926,-0.3406,-0.52226,-0.47594,-0.10715,-0.07315,0.08638,0.13523,0.2792,0.23507,0.33017,0.12711,0.37377,0.26559,-0.01303
0.11391,-0.00309,-0.17891,0.17114,0.35506,0.0487,0.04157,-0.13563,0.18132,0.37612,0.55312,0.544,0.66155,0.5038,0.55438
-0.0847,0.16514,-0.02447,0.03586,-0.04955,-0.00399,0.25046,0.23884,0.3788,0.21963,0.14592,0.10118,0.04945,0.04012,0.39493
-0.04062,-0.24204,-0.04527,-0.34547,-0.18667,-0.10633,0.04558,0.05014,0.04905,0.28318,0.31466,0.65831,0.39603,0.16768,0.18198
-0.04825,0.12077,0.15496,-0.00195,0.07138,-0.07535,0.09477,0.38319,0.52328,0.34439,0.33303,-0.00733,0.0341,-0.1813,-0.43038
-0.31723,-0.49293,-0.17941,-0.2524,-0.31217,-0.63562,-0.61067,-0.73535,-0.7662,-0.90457,-0.88307,-0.82363,-1.0985,-0.87895,-0.8865
0.26346,0.21046,0.02865,-0.04056,-0.14604,-0.16654,-0.05392,-0.19564,-0.07995,0.02921,-0.01502,0.37022,0.31755,0.38703,0.51875
-0.24507,-0.27921,-0.4014,-0.13115,-2e-05,0.14255,0.0413,0.04197,0.23735,-0.04278,-0.18686,-0.23412,-0.25733,0.18877,-0.03131
0.09899,-0.04558,0.02644,0.03694,0.05957,-0.02094,-0.21641,-0.27611,-0.40057,-0.42572,-0.33333,-0.17086,-0.03851,-0.12078,-0.10026
-0.38792,-0.20012,-0.25057,-0.11303,-0.11082,-0.02285,0.13145,0.55811,0.62237,0.89144,0.99031,0.87529,0.97883,0.86634,1.28976
-0.08775,-0.10214,-0.1034,-0.24699,-0.35079,-0.26532,-0.09346,0.06764,0.18007,0.082,0.13448,0.01646,0.06092,0.13195,0.05643
-0.05284,0.10033,0.05354,-0.09538,-0.20536,-0.15215,-0.18072,-0.02628,-0.21249,-0.21553,-0.12357,0.06048,0.25073,0.25324,0.21267
-0.21992,-0.10993,-0.0323,-0.0524,-0.14891,-0.3787,-0.23559,-0.19247,-0.47363,-0.49498,-0.64944,-0.59351,-0.73596,-0.79669,-0.96885
-0.04614,0.21871,0.04772,-0.08431,-0.18085,-0.20681,-0.14363,-0.04335,0.03921,0.10441,-0.19551,0.04341,-0.01599,0.09694,0.05748
0.27847,0.42234,0.39808,0.34465,0.36767,0.58969,0.568,0.5864,0.62251,0.7026,0.88885,1.00627,1.18474,0.74676,0.63515
0.15462,0.09452,0.20837,0.2603,0.33405,0.2791,0.20444,0.31442,0.36785,0.50856,0.41183,0.34246,0.1427,0.00937,-0.00863
-0.18007,0.16808,0.21203,0.31619,0.21402,0.09943,0.12876,0.1807,-0.03725,-0.08742,-0.30665,0.13701,-0.02322,0.32743,0.33508
-0.01346,-0.19883,0.1168,0.14246,0.08415,0.01912,0.36286,0.48155,0.50404,0.47479,0.64677,0.95502,0.73426,0.6588,0.67745
-0.00078,0.15697,0.16144,0.03941,0.2951,0.13855,-0.08256,0.28342,0.28986,0.19282,0.53038,0.62585,0.79602,0.87031,0.70591
-0.10476,-0.14527,-0.1734,0.05481,0.17909,0.08345,0.16589,-0.02195,-0.15347,-0.1431,-0.14978,-0.20441,-0.47026,-0.4569,-0.40832
-0.01887,-0.21624,-0.12436,0.01548,0.00877,0.03149,-0.02904,-0.00049,-0.08376,-0.21311,-0.1674,-0.18734,-0.15834,-0.04621,-0.00158
-0.07734,0.08502,-0.08301,-0.06436,0.25418,-0.01521,-0.11597,-0.23349,-0.40257,-0.39263,-0.46002,-0.22417,-0.32252,-0.01831,0.13174
0.52361,0.49357,0.44712,0.43166,0.11431,0.07183,-0.25558,-0.37936,-0.18732,-0.15843,0.15814,-0.01317,0.08903,-0.28179,-0.44287
0.01537,-0.05353,0.12167,-0.25176,-0.1774,-0.10615,-0.38453,-0.52474,-0.50993,-0.54757,-0.91679,-0.41559,-0.41228,-0.38656,-0.57289
0.12111,0.09339,0.28532,0.28257,0.42655,0.23378,0.05188,0.07718,-0.13381,-0.05741,-0.44004,-0.46764,-0.42545,-0.54336,-0.61827
-0.13499,-0.14594,-0.26712,-0.32536,-0.20806,-0.25389,-0.25351,0.03594,-0.04537,-0.0117,-0.00957,-0.11953,0.18916,0.05849,0.01371
0.1039,0.08959,0.00996,0.04436,0.03268,0.48707,0.23225,0.34942,0.38862,0.48833,0.53717,0.57643,0.58825,0.78662,0.73286
0.08193,0.04794,-0.00263,-0.03752,-0.0718,-0.09198,-0.07863,-0.10014,0.12366,0.22646,0.38104,0.48097,0.3157,0.21072,0.27649
0.1114,-0.05662,-0.00903,0.02887,0.08528,-0.17749,0.00659,0.17655,0.13859,0.11193,-0.09974,0.02711,-0.11342,-0.26041,-0.32634
0.02659,0.02895,0.04048,0.07109,0.06617,-0.11938,0.02405,-0.0058,-0.21021,-0.03242,-0.18082,0.07172,0.06964,-0.22143,-0.33653
0.49895,0.33356,0.00615,0.03645,0.09178,0.06936,0.04337,0.03807,0.13086,-0.07899,0.05749,0.01373,-0.0622,0.09138,0.0775
-0.53326,-0.37094,-0.40197,-0.63696,-0.18886,-0.01242,-0.25685,-0.26829,-0.21938,-0.34781,-0.28805,-0.71617,-0.83919,-0.72459,-0.82583
0.14589,0.01431,0.14469,0.21358,0.12966,0.09783,0.27772,0.36481,0.40358,0.36316,0.34218,0.30953,0.32113,0.41452,0.5101
0.14636,0.00144,0.16925,0.2119,0.09236,-0.0665,0.01306,-0.03845,0.0836,0.09483,0.37134,0.3662,0.24326,0.32666,0.31155
-0.17453,0.0056,0.25536,0.40239,0.62779,0.67674,0.44991,0.55326,0.28488,0.39389,0.21387,0.2239,0.25394,0.16972,0.05408
0.0288,-0.3084,-0.15969,-0.13215,-0.08836,-0.01502,0.11314,0.12825,0.21459,0.29672,0.16423,0.1825,0.00867,0.39227,0.58233
-0.2215,-0.20861,-0.27603,-0.17581,-0.34901,-0.35896,-0.10334,-0.38156,-0.17823,-0.15163,-0.31217,-0.31031,-0.20035,-0.38536,-0.44766
-0.17086,-0.00941,0.02912,0.1692,0.1323,0.27851,0.40365,0.55267,0.49232,0.35617,0.43747,0.33915,0.49028,0.48316,0.30466
-0.51606,-0.54557,-0.35407,-0.34826,-0.17098,-0.26742,-0.09204,0.3141,0.413,0.7552,0.55556,0.56775,0.35829,0.13981,0.24304
0.33976,0.30282,0.35543,0.04591,0.08228,-0.16621,-0.15018,-0.12478,-0.15152,-0.18304,-0.51462,-0.29878,0.07779,0.2169,0.06415
-0.13614,-0.03617,0.1116,0.23712,-0.26355,-0.29236,-0.22685,-0.12679,-0.30849,-0.21556,-0.3323,-0.15073,-0.06679,-0.01316,0.14141
0.12897,-0.16233,-0.067,-0.2209,-0.55175,-0.59876,-0.50053,-0.61929,-0.73239,-0.61537,-0.5588,-0.34412,-0.40443,-0.01461,-0.11758
-0.06031,-0.24602,-0.45931,-0.08801,0.19799,0.25524,0.38705,0.26335,0.29014,0.39204,0.16269,0.16353,-0.13223,0.12033,-0.00688
0.49796,0.07239,0.20118,0.29479,0.28982,0.53828,0.38214,0.41038,0.33529,0.57322,0.36446,0.71496,0.60647,0.40961,0.27414
0.09039,0.12371,0.32583,0.17295,0.22354,0.34426,0.08058,-0.07231,-0.2828,-0.14657,-0.09347,0.07606,0.26554,0.39479,0.57237
0.52257,0.31421,0.38614,0.41793,0.39488,0.213,0.04199,0.31175,0.03062,-0.14813,0.0897,-0.36674,-0.67985,-0.64717,-0.72284
0.03274,0.13444,-0.06583,0.04246,0.29983,0.31219,0.07019,0.05666,-0.09212,-0.18165,-0.07313,-0.27097,-0.40124,-0.17871,-0.09385
0.37118,-0.00927,-0.07651,0.13096,0.16525,0.25121,0.08922,0.2054,-0.13076,-0.08449,-0.06283,-0.13541,-0.11891,-0.23147,-0.12369
0.02782,0.0941,0.0766,0.01489,0.05519,0.24428,0.08171,-0.11554,-0.05705,-0.23132,-0.18261,-0.07241,-0.20007,-0.10205,0.0906
0.07508,0.04594,-0.15167,0.05956,0.2548,0.03003,0.03367,-0.11598,-0.12137,0.09734,0.13663,0.00252,-0.05041,-0.14096,0.01073
-0.06684,-0.02047,-0.24127,-0.08272,-0.05758,0.2667,0.23469,0.09516,0.16217,0.23906,-0.03946,0.03692,-0.01399,-0.19467,0.11584
0.03824,0.24054,0.44464,0.49893,0.46677,0.383,0.35194,0.16691,0.25347,0.43091,0.4448,0.31777,0.2215,0.16316,0.09923
0.19696,0.28268,0.15934,0.04704,0.11091,0.15801,0.40858,0.41051,0.16027,0.25741,0.24426,0.14104,0.16808,-0.08051,-0.45913
0.13568,0.21218,0.27371,0.12698,0.23328,0.21869,0.25055,0.18903,0.22964,0.54772,0.50657,0.45526,0.25131,0.48629,0.46412
-0.36519,-0.2313,-0.02094,0.19439,0.19901,0.23982,0.16347,0.17711,0.25619,0.02556,0.22112,0.37622,0.21698,0.53549,0.73792
0.32754,0.47093,0.38074,-0.02563,-0.20841,0.0267,0.34237,0.57809,0.47857,0.30537,0.14942,0.06077,0.31436,0.47059,0.36489
-0.18016,-0.06877,-0.05086,0.22607,0.25044,0.23347,0.26744,0.20379,0.0098,0.03352,-0.11847,0.15109,-0.31096,-0.41879,-0.5987
0.22258,0.15947,-0.24783,-0.39376,-0.40068,-0.36976,-0.2582,-0.07704,-0.06737,-0.152,-0.28607,-0.27649,-0.1896,-0.18142,-0.2047
0.02751,0.19097,0.28128,0.47639,0.30195,0.10216,0.32755,0.42644,0.63568,0.73416,0.8859,1.1173,1.21842,0.98539,0.90456
0.03119,-0.10883,0.1197,0.39288,0.14534,-0.00987,0.04,-0.13045,-0.01193,0.01695,0.07499,0.07217,0.06041,0.17875,0.12254
0.11643,0.2053,0.11703,0.04128,-0.01034,-0.08683,-0.05922,-0.49091,-0.41195,-0.41545,-0.25689,-0.19493,-0.4284,-0.65245,-0.66719
-0.22123,-0.25971,-0.16744,-0.03029,0.04829,0.04898,0.00203,-0.16396,-0.18371,-0.17067,-0.33306,-0.27631,-0.41225,-0.38685,-0.31646
-0.0234,-0.05566,-0.19296,-0.12922,-0.21892,-0.0899,-0.10321,-0.11146,-0.03304,0.04333,0.28126,0.31953,0.2223,0.36136,0.09827
-0.17975,-0.17407,0.01765,-0.09472,-0.23323,0.0671,-0.11433,-0.17285,0,0.28132,0.205,0.16564,0.34981,0.18899,0.11312
0.15163,0.06447,0.11892,0.09541,0.03984,0.16984,0.16588,0.20727,-0.11228,-0.28734,-0.45433,-0.42702,-0.61969,-0.39284,-0.33744
0.08589,-0.29447,-0.36813,-0.44682,-0.33104,-0.366,-0.56761,-0.63554,-0.42234,-0.21339,-0.28797,-0.11685,0.14876,0.18316,0.42775
-0.3493,-0.32055,-0.22404,0.05251,0.297,0.33508,0.30363,0.36553,0.49074,0.59171,0.47101,0.49278,0.35793,0.33246,0.40355
-0.09968,-0.17294,-0.23811,-0.31731,-0.33359,-0.30333,-0.26142,0.02902,0.08496,-0.07156,-0.19292,-0.32393,-0.27827,0.02384,-0.16427
-0.21424,-0.26852,-0.14358,-0.10012,-0.34915,-0.45486,-0.34413,-0.37101,-0.58151,-0.57467,-0.75171,-0.7247,-0.72078,-0.52807,-0.71663
-0.17094,-0.04774,-0.17673,-0.38864,-0.2275,-0.1625,-0.01202,0.13297,0.12798,0.14847,0.0707,-0.01653,-0.03345,-5e-05,-0.22861
0.00202,-0.0348,-0.03189,0.07943,0.00305,-0.19523,-0.20378,-0.33258,-0.13199,-0.01902,-0.00888,-0.08126,-0.20625,-0.40887,-0.43431
-0.44242,-0.61127,-0.37998,-0.3962,-0.43024,-0.44538,-0.46745,-0.14131,0.01737,-0.24199,-0.42146,-0.50179,-0.30627,-0.49589,-0.09485
0.48241,0.33787,0.37066,0.19622,0.13081,0.00923,-0.13337,-0.20518,-0.30427,-0.28521,0.05511,-0.06634,0.05964,-0.05068,-0.09206
0.12727,-0.21094,-0.2532,-0.17676,-0.03796,-0.08176,0.06446,-0.04091,0.18951,0.41661,0.64305,0.46199,0.42087,0.71529,0.61411
-0.50557,-0.48459,-0.18421,-0.45797,-0.35118,-0.44807,-0.41328,-0.4573,-0.31804,-0.22296,-0.45597,-0.30228,-0.34536,-0.64971,-0.49385
-0.21423,-0.51058,-0.19184,-0.15723,-0.27392,0.04079,0.10931,-0.00495,-0.27657,-0.3362,-0.14547,0.02839,0.16406,0.05451,0.02601
0.10698,0.17722,0.4243,0.55065,0.52517,0.50973,0.36932,0.55295,0.3716,0.24263,0.31014,0.21921,0.00905,-0.0394,-0.05448
-0.56829,-0.37753,-0.503,-0.46263,-0.51306,-0.43404,-0.27112,-0.16355,-0.47674,-0.43857,-0.49399,-0.37566,-0.1381,-0.50639,-0.64441
-0.09336,-0.06221,-0.04495,-0.0023,0.1787,0.1589,0.04896,0.00137,-0.37198,-0.1754,0.04759,0.24725,0.17641,0.13367,0.37485
0.00328,0.09274,0.03532,0.21695,0.2448,-0.02343,0.16061,0.13495,0.2092,0.33837,0.22917,0.11116,0.25108,0.25625,0.27627
0.32289,0.05027,-0.11628,-0.11719,0.13851,-0.1067,0.11903,0.09681,0.22565,0.27397,0.13517,0.28564,0.26547,0.42507,0.49592
0.42435,0.50312,0.15815,0.37015,0.31868,0.24961,0.17979,0.09526,-0.06048,-0.01911,0.36577,0.21729,0.396,0.26737,-0.06242
0.33957,0.28626,0.20431,0.07393,0.13608,0.16072,0.09945,0.37585,0.16207,0.15115,0.38394,0.0641,0.19987,-0.07307,-0.19128
0.39167,0.40104,0.20371,0.38055,0.4875,0.60251,0.57375,0.54943,0.6039,0.60065,0.55057,0.29084,0.6077,0.58435,0.31271
-0.11508,0.09542,-0.06674,-0.1898,-0.13573,-0.30902,-0.27352,-0.20246,-0.1927,-0.37715,-0.37278,-0.22496,-0.39063,-0.09893,-0.38876
0.29775,0.23409,0.21397,0.1647,0.39134,0.26253,0.18391,-0.04381,-0.22958,-0.06419,0.13428,0.23715,0.12897,0.2679,0.43966
-0.01245,0.31911,0.08826,0.10168,0.09519,-0.11848,-0.12916,0.17711,-0.07741,0.00957,0.10907,-0.02041,0.08765,-0.31498,-0.47969
0.44569,0.2045,-0.08046,0.08059,-0.09072,-0.16067,0.14516,-0.185,-0.29942,-0.00842,-0.15037,-0.14513,-0.0476,0.00709,-0.03732
0.11323,0.2149,0.20378,0.22021,0.07036,0.1123,0.24485,0.30377,0.23644,0.17499,0.27469,0.18617,0.26824,0.24196,0.5403
0.14699,0.26975,0.11937,-0.22931,-0.00687,-0.02735,-0.00905,-0.12995,-0.39551,-0.37128,-0.26397,-0.41998,-0.31263,-0.47796,-0.29094
0.10105,-0.1003,0.10427,0.04132,0.28162,0.29474,0.18667,0.27483,0.21275,0.11393,0.02901,-0.01134,0.23473,0.05334,0.10183
0.21252,-0.03823,-0.13973,-0.08283,0.18155,0.15154,0.0012,0.26493,0.37147,0.04581,0.22227,0.15422,0.17612,0.30407,0.39541
0.11555,-0.02531,-0.06756,-0.28309,-0.17331,0.11485,0.03201,-0.02506,0.12801,0.01611,0.13846,0.27464,0.10439,0.37526,0.2003
-0.11908,-0.31685,-0.1391,-0.11189,-0.19717,-0.12875,-0.1753,-0.1718,0.01485,0.13988,0.05144,-0.08377,-0.07105,-0.11336,-0.0066
0.03015,0.0643,-0.15305,0.15943,-0.00402,0.22511,0.12438,-0.06115,-0.25259,-0.06785,0.05179,0.13263,0.26158,0.37152,0.50027
0.69969,0.6184,0.61353,0.06914,0.09278,-0.15557,-0.19704,0.11893,-0.00274,-0.19135,-0.43045,-0.67473,-0.70952,-0.95985,-0.89934
-0.26255,-0.36022,-0.19576,-0.16913,-0.25861,-0.1693,-0.26287,-0.28602,-0.4419,-0.42073,-0.4409,-0.48302,-0.46741,-0.34713,-0.21523
0.113,0.03305,-0.01071,0.32242,0.25367,0.32842,0.46651,0.3534,0.49324,0.22857,0.09734,-0.04328,-0.12052,-0.16032,-0.07229
0.10008,-0.06277,0.10973,0.1736,0.29237,0.35894,0.18947,0.25438,0.08495,0.03723,-0.1938,-0.09191,0.2656,0.14232,0.13062
0.22824,0.00862,0.11803,0.15874,-0.00793,0.22625,0.03745,-0.14976,-0.54885,-0.53113,-0.22043,-0.3518,-0.28588,-0.32153,-0.17012
-0.57219,-0.5619,-0.42619,-0.49463,-0.24901,0.06372,0.1263,0.21019,0.00278,-0.10991,0.0658,0.02086,0.20877,0.20825,0.18761
-0.30204,-0.32512,-0.1702,-0.28657,-0.02507,-0.03596,0.0357,0.11594,0.11659,0.00811,0.21596,0.48867,0.33776,0.25108,-0.02566
0.02597,-0.02202,-0.05357,0.08454,0.40475,0.46989,0.29928,0.07627,0.12434,0.14281,-0.08472,0.13897,0.02428,0.02817,-0.1522
-0.19541,-0.21537,-0.2903,-0.0134,-0.02599,-0.1502,-0.13392,-0.103,0.17147,0.26716,0.30626,0.35282,0.28394,0.37878,0.4165
-0.09406,0.12261,-0.04832,0.082,-0.09778,0.09051,0.33689,0.34087,0.38392,0.16214,0.08544,0.30361,0.57457,0.60318,0.50017
0.18873,-0.02016,0.12759,0.30763,0.01911,0.13341,0.13663,0.35142,0.26727,0.3165,0.32651,0.2857,0.36825,0.50628,0.47044
0.03291,0.04034,0.25293,0.19837,0.18381,0.1606,0.04106,0.08754,0.10169,0.2225,0.15744,0.35217,0.48812,0.44052,0.44249
-0.20837,-0.19466,-0.04534,0.01195,-0.15247,-0.12546,-0.2655,-0.47664,-0.44231,-0.41075,-0.83919,-0.55854,-0.59327,-0.70626,-0.64578
-0.05655,0.08734,-0.07217,-0.06211,-0.00434,-0.03532,0.15519,0.2216,0.39026,0.42689,0.37904,0.44207,0.60673,0.61235,0.4918
0.45266,0.32647,0.27644,0.45979,0.34165,0.41314,0.37258,0.10448,0.33134,0.41436,0.57445,0.32467,0.44769,0.0726,0.35281
0.40021,0.17068,0.0652,-0.06323,0.00995,-0.18578,-0.29503,-0.04276,-0.01135,0.34961,0.51959,0.34036,0.51348,0.45765,0.46853
-0.1062,-0.01699,0.03435,-0.07505,0.11811,0.45531,0.57179,0.51395,0.62082,0.41796,0.17118,0.01409,-0.06088,-0.05145,0.02752
0.36634,0.22254,-0.00912,-0.17655,-0.06935,-0.17071,-0.00664,-0.16597,-0.14027,-0.26257,-0.38937,-0.06245,-0.1295,-0.11376,-0.1224
0.16207,0.32325,0.41515,0.20213,0.14098,-0.01241,0.0702,0.19344,0.29675,0.17558,0.28343,0.15226,0.20329,0.37048,0.29557
0.20922,-0.0405,0.14793,-0.18198,0.07158,-0.10226,0.06926,0.32703,0.31527,0.04704,0.16435,0.07469,-0.20328,0.04488,0.0632
-0.22479,-0.13567,-0.02094,0.17113,-0.12258,0.08886,0.40311,0.56596,0.3394,0.26854,-0.07644,-0.10943,-0.21605,-0.26257,-0.30581
-0.40061,-0.43749,-0.53358,-0.44773,-0.16664,-0.06522,0.01433,0.02185,0.3109,0.30715,0.08274,0.02529,0.16311,-0.14669,-0.17637
0.33864,0.55342,0.56485,0.45353,0.31371,0.23868,0.06535,0.26116,0.00166,0.07373,0.08342,0.02541,0.07651,0.10786,0.09901
-0.20027,-0.37427,-0.38556,-0.39985,-0.18736,-0.18256,-0.27217,-0.32546,-0.55984,-0.39452,-0.36515,-0.11578,0.00615,0.11974,0.04155
-0.16264,0.00437,0.20364,0.36782,0.19355,0.08813,0.11908,0.04427,0.25069,-0.04331,0.08658,-0.32989,-0.53741,-0.34124,-0.06013
0.02391,0.13425,0.04034,0.03789,0.10177,-0.1097,-0.44353,-0.50241,-0.32623,-0.35379,-0.23899,-0.41507,-0.66998,-0.95626,-1.07528
-0.40954,-0.46706,-0.6169,-0.51517,-0.42481,-0.55329,-0.60643,-0.59893,-0.52325,-0.23925,-0.06253,-0.12664,-0.01693,0.04996,0.18164
0.16779,0.01377,0.10172,0.46023,0.28867,0.19587,0.30993,0.1958,0.01431,0.13152,0.03675,0.07237,0.24454,0.47165,0.26685
0.33514,0.36153,0.36889,0.19578,0.28639,0.34959,0.34184,0.12812,-0.0901,0.05316,0.09363,0.09348,0.16951,0.38234,0.32929
-0.06396,-0.07488,-0.06058,-0.12972,-0.02862,-0.30429,-0.48542,-0.40388,-0.38027,-0.65348,-0.54446,-0.78035,-0.79633,-0.55222,-0.43655
-0.44444,-0.46365,-0.5654,-0.44989,-0.36653,-0.46364,-0.18852,-0.18269,-0.1841,-0.32147,-0.3433,-0.15253,-0.25332,-0.44911,-0.51344
-0.1141,0.06496,-0.29823,-0.3117,-0.44791,-0.11801,0.01901,-0.16105,-0.00276,0.17278,0.20161,0.25415,0.31587,0.46917,0.52682
-0.10309,0.07205,-0.01183,0.12287,0.32956,0.25257,0.17944,0.32196,0.70998,0.71114,0.90448,0.99749,0.98698,0.77418,0.88173
0.23843,0.17416,0.0132,-0.27383,-0.36969,-0.09784,0.00576,-0.03598,-0.11822,-0.19845,-0.39434,-0.41031,-0.79511,-0.93263,-1.04966
0.25667,0.21866,0.25416,0.01519,0.07059,0.05074,0.0382,0.18908,0.19493,0.23536,0.11787,0.31269,0.23486,0.07602,0.03621
0.08198,0.01859,-0.08658,-0.08624,-0.01182,-0.13252,-0.21254,-0.35851,-0.03892,0.27949,0.35242,0.43244,0.6189,0.57798,0.60869
-0.0899,0.05632,-0.22102,0.1067,0.21191,0.08527,-0.08575,0.2072,0.38647,0.18603,0.31102,0.18197,0.04441,0.31468,0.28927
-0.0483,0.18426,0.06656,-0.03946,-0.08323,-0.11359,-0.21096,-0.42328,-0.22365,-0.13065,-0.00459,-0.1907,-0.03086,-0.13011,-0.13664
0.14941,0.22588,0.22687,-0.039,0.097,-0.07775,0.04884,0.09547,0.04492,0.23266,-0.12594,0.016,-0.04328,0.10131,0.05
0.19931,0.0822,0.08347,0.09646,0.23295,0.04553,-0.14222,0.06103,0.13425,-0.01141,0.29309,0.16191,0.17296,-0.21006,-0.49815
0.45922,0.58759,0.68882,0.43181,0.26483,0.14353,-0.0024,0.01515,-0.07972,-0.0797,-0.14841,0.07123,0.19922,0.20232,0.34776
-0.30388,-0.23579,-0.0821,-0.07564,-0.43549,-0.13157,0.00966,-0.11485,-0.08346,-0.3947,-0.33915,-0.15366,-0.09953,-0.11092,-0.23674
0.08134,0.08324,0.18975,0.50675,0.47505,0.23629,0.19331,0.06074,0.27251,0.02238,-0.02474,0.08426,-0.03926,-0.13736,-0.08519
0.05459,-0.12265,-0.1364,-0.09614,-0.2892,-0.19565,-0.31721,-0.11284,-0.11291,-0.13281,-0.18808,-0.00766,0.0257,-0.10671,-0.13643
-0.39852,-0.19445,-0.08304,-0.19251,-0.05342,-0.03111,0.06991,0.04861,0.47382,0.6212,0.76026,0.46419,0.59968,0.57884,0.56065
-0.06188,-0.075,0.11599,0.0029,0.19298,0.15339,0.04865,0.02214,0.10217,-0.03589,-0.14356,-0.36755,-0.37151,-0.30494,-0.22353
-0.1228,-0.45066,-0.27642,0.09785,0.11563,0.15246,0.31413,0.4144,0.15467,-0.01405,0.00616,0.04339,0.36187,0.18111,0.18923
-0.26254,-0.08945,0.14803,0.01248,-0.01511,0.1424,0.38206,0.23315,0.39245,0.11085,0.18174,0.21924,0.06469,0.10989,0.04184
0.0713,0.25657,0.29447,0.49344,0.40114,0.36985,0.3502,0.19383,0.16084,0.19944,0.19524,0.29939,0.08107,0.22429,0.13462
-0.60654,-0.51419,-0.66394,-0.36638,-0.57036,-0.58363,-0.76359,-0.60048,-0.45442,-0.34925,-0.29165,-0.28445,-0.40395,-0.27786,0.09522
0.26734,0.31993,0.24812,0.47253,0.51935,0.30019,0.19668,0.20782,0.12748,0.09334,-0.0531,-0.25475,-0.18454,-0.11475,-0.07387
0.36382,0.2098,-0.03815,-0.09049,-0.1949,-0.14933,-0.14006,-0.14922,-0.08997,-0.05451,0.01485,0.1904,0.05358,-0.0527,-0.11407
0.3374,0.03726,0.16003,-0.02228,0.00226,-0.01874,0.12957,-0.09348,-0.21189,-0.0816,0.24295,0.44937,0.53237,0.58319,0.58511
0.22537,0.03516,-0.19518,-0.17818,-0.092,-0.00279,-0.08163,-0.07223,-0.14629,-0.03724,0.06841,-0.13604,-0.19942,-0.21735,0.00985
0.09292,0.13816,0.0218,0.16404,0.04314,0.01151,0.2365,0.3544,0.49421,0.59611,0.64895,0.68185,0.59397,0.40796,0.39128
0.02893,-0.16027,-0.10114,-0.10542,-0.34288,-0.4867,-0.27149,-0.65351,-0.83942,-0.51141,-0.21567,-0.1949,-0.11267,-0.02537,-0.12632
-0.04134,0.0257,0.09704,-0.08563,0.01915,0.09578,0.03804,-0.29812,-0.4012,-0.3649,-0.57685,-0.3801,-0.30749,-0.35596,-0.35182
-0.18728,-0.09875,-0.1867,-0.07322,-0.1707,-0.16815,-0.04834,-0.22278,-0.46477,-0.48435,-0.44725,-0.19278,-0.30931,-0.48559,-0.29691
0.05252,0.18749,0.04364,0.21329,0.23205,0.22161,-0.16902,0.15102,-0.03311,-0.23099,-0.33235,-0.25984,-0.63627,-0.79124,-0.79662
0.17775,-0.0566,-0.16171,-0.07544,-0.26741,-0.46182,-0.34698,-0.73362,-0.56707,-0.59107,-0.57904,-0.53174,-0.42292,-0.43111,-0.31444
-0.35875,-0.1501,-0.19841,-0.18269,0.00944,0.15129,0.05216,-0.19104,-0.31362,-0.59326,-0.52801,-0.67359,-0.31414,-0.53354,-0.6739
-0.06194,-0.11551,-0.02457,-0.00162,-0.14507,-0.41954,-0.31621,-0.05932,0.2847,0.31875,0.12587,0.06935,0.08567,-0.10353,-0.16187
-0.09907,-0.38152,-0.32571,-0.16546,-0.18881,-0.17653,-0.07937,-0.03965,-0.00581,0.21054,-0.02233,-0.1114,-0.34378,-0.44378,-0.47056
0.0975,0.10519,0.0863,0.33225,0.19367,0.00571,0.12643,0.27538,0.30885,0.10524,0.27985,0.45905,0.49232,0.19215,0.38889
-0.23467,-0.1247,-0.19627,-0.20945,-0.41269,-0.61443,-0.60902,-0.6197,-0.52824,-0.57408,-0.51983,-0.62715,-0.32932,-0.31563,-0.03268
0.26256,0.43426,0.47918,0.32644,0.41059,0.42954,0.20746,0.25176,-0.10505,-0.08205,0.24029,0.14165,-0.09955,-0.04776,0.1923
-0.1384,-0.1815,-0.04616,0.06641,-0.10789,-0.02397,-0.00103,0.02561,0.11162,-0.38833,-0.2658,-0.16792,-0.25855,-0.14281,-0.10864
0.32339,0.35913,0.47233,0.41568,0.54699,0.62365,0.69027,0.49737,0.2229,-0.03239,-0.07169,0.08917,-0.00398,-0.13212,-0.05333
-0.10991,0.01307,-0.13741,-0.16514,-0.0577,0.24739,-0.02425,0.18328,0.36686,0.16796,0.18164,0.19758,0.18197,0.28467,0.50366
0.29191,0.21923,0.15857,0.26125,0.26113,0.12043,0.27108,0.20581,0.18164,-0.1015,-0.12104,-0.38593,-0.29426,-0.08139,-0.1296
-0.07297,0.28707,0.18846,0.50333,0.17539,-0.00167,-0.203,-0.11632,0.02778,0.01708,0.15436,0.10122,0.01038,0.22254,0.39595
0.16002,0.11344,-0.00952,-0.29401,-0.16102,-0.42575,-0.44989,-0.33604,-0.52534,-0.37972,-0.33551,-0.23681,-0.12428,0.06093,0.27113
0.04663,-0.04746,-0.16916,-0.17085,-0.17543,-0.26817,-0.49678,-0.35811,-0.69819,-0.64733,-0.35862,-0.36715,-0.54071,-0.40526,-0.31529
-0.02821,-0.13724,-0.14992,-0.31662,-0.18046,-0.33711,-0.18504,-0.08284,-0.01381,0.14247,0.5076,0.7165,0.45097,0.24751,0.19666
0.4061,0.36642,0.49887,0.43949,0.35759,0.56877,0.44017,0.49092,0.39161,0.24192,0.30431,0.19724,0.23743,0.39269,0.48054
